trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,shape_dist_traveled
JAK.31-R02,05:10:11,05:10:21,B00017P,3,,0,
JAK.31-R02,05:11:53,05:12:03,B05584P,4,,0,
JAK.31-R02,05:12:38,05:12:48,B05394P,5,,0,
JAK.31-R02,05:13:30,05:13:40,B02668P,6,,0,
JAK.31-R02,05:14:25,05:14:35,B01106P,7,,0,
JAK.31-R02,05:16:00,05:16:10,B00684P,8,,0,
JAK.31-R02,05:18:10,05:18:20,B01494P,9,,0,
JAK.31-R02,05:18:50,05:19:00,B04065P,10,,0,
JAK.31-R02,05:19:45,05:19:55,B01937P,11,,0,
JAK.31-R02,05:20:34,05:20:44,B04624P,12,,0,
JAK.31-R02,05:21:43,05:21:53,B03962P,13,,0,
JAK.31-R02,05:23:02,05:23:12,B03457P,14,,0,
JAK.31-R02,05:25:20,05:25:30,B03653P,15,,0,
JAK.31-R02,05:26:40,05:26:50,B03981P,16,,0,
JAK.31-R02,05:28:47,05:28:57,B05210P,17,,0,
JAK.31-R02,05:29:37,05:29:47,B00347P,18,,0,
JAK.31-R02,05:31:17,05:31:27,B00348P,19,,0,
JAK.31-R02,05:33:17,05:33:27,B00253P,20,,0,
JAK.31-R02,05:34:53,05:35:03,B04767P,21,,0,
JAK.31-R02,05:36:25,05:36:35,B04595P,22,,0,
JAK.31-R02,05:37:22,05:37:32,B04838P,23,,0,
JAK.31-R02,05:37:59,05:38:09,B03632P,24,,0,
JAK.31-R02,05:39:50,05:40:00,B03631P,25,,0,
JAK.31-R02,05:40:51,05:41:01,B04196P,26,,0,
JAK.31-R02,05:41:56,05:42:06,B04554P,27,,0,
JAK.31-R02,05:43:19,05:43:29,B03700P,28,,0,
JAK.31-R02,05:45:22,05:45:32,B04807P,29,,0,
JAK.31-R02,05:47:19,05:47:29,B04771P,30,,0,
JAK.31-R02,05:48:59,05:49:09,B00569P,31,,0,
JAK.31-R02,05:49:45,05:49:55,B02249P,32,,0,
JAK.31-R02,05:50:28,05:50:38,B03585P,33,,0,
JAK.31-R02,05:51:06,05:51:16,B04332P,34,,0,
JAK.31-R02,05:52:01,05:52:11,B04709P,35,,0,
JAK.31-R02,05:53:45,05:53:55,B04743P,36,,0,
JAK.31-R02,05:54:37,05:54:47,B04017P,37,,0,
JAK.31-R02,05:55:53,05:56:03,B03663P,38,,0,
JAK.31-R02,05:57:21,05:57:31,B04839P,39,,0,
JAK.31-R02,05:58:46,05:58:56,B04830P,40,,0,
JAK.31-R02,05:59:34,05:59:44,B01109P,41,,0,
JAK.31-R02,06:00:21,06:00:31,B03833P,42,,0,
JAK.31-R02,06:01:07,06:01:17,B02506P,43,,0,
JAK.31-R02,06:02:37,06:02:47,B03575P,44,,0,
JAK.31-R02,06:04:16,06:04:26,B02241P,45,,0,
JAK.31-R02,06:05:14,06:05:24,B03190P,46,,0,
JAK.31-R02,06:06:37,06:06:47,B00342P,47,,0,
JAK.31-R02,06:08:51,06:09:01,B00245P,48,,0,
JAK.31-R02,06:09:46,06:09:56,B04791P,49,,0,
JAK.31-R02,06:12:05,06:12:15,B00299P,50,,0,
JAK.31-R02,06:15:45,06:15:55,B05033P,51,,0,
JAK.31-R02,06:18:11,06:18:21,B03788P,52,,0,
JAK.31-R02,06:19:20,06:19:30,B00778P,53,,0,
JAK.31-R02,06:21:03,06:21:13,B02406P,54,,0,
JAK.31-R02,06:23:46,06:23:56,B00178P,55,,0,
JAK.31-R02,06:25:07,06:25:17,B01438P,56,,0,
JAK.31-R02,06:26:33,06:26:43,B06579P,57,,0,
JAK.45-R01,05:00:00,05:00:10,B02129P,0,,0,
JAK.45-R01,05:01:35,05:01:45,B01085P,1,,0,
JAK.45-R01,05:02:17,05:02:27,B02297P,2,,0,
JAK.45-R01,05:03:39,05:03:49,B03030P,3,,0,
JAK.45-R01,05:05:39,05:05:49,B00119P,4,,0,
JAK.45-R01,05:06:58,05:07:08,B04694P,5,,0,
JAK.45-R01,05:08:59,05:09:09,B05613P,6,,0,
JAK.45-R01,05:14:29,05:14:39,B00164P,7,,0,
JAK.45-R01,05:15:53,05:16:03,B04819P,8,,0,
JAK.45-R01,05:17:08,05:17:18,B04355P,9,,0,
JAK.45-R01,05:17:56,05:18:06,B03923P,10,,0,
JAK.45-R01,05:18:55,05:19:05,B00641P,11,,0,
JAK.45-R01,05:19:58,05:20:08,B00289P,12,,0,
JAK.45-R01,05:21:37,05:21:47,B02917P,13,,0,
JAK.45-R01,05:22:58,05:23:08,B03819P,14,,0,
JAK.45-R01,05:24:34,05:24:44,B00296P,15,,0,
JAK.45-R01,05:25:14,05:25:24,B00295P,16,,0,
JAK.45-R01,05:25:40,05:25:50,B00298P,17,,0,
JAK.45-R01,05:26:37,05:26:47,B03531P,18,,0,
JAK.45-R01,05:27:50,05:28:00,B00123P,19,,0,
JAK.45-R01,05:29:06,05:29:16,B02025P,20,,0,
JAK.45-R01,05:30:04,05:30:14,B04382P,21,,0,
JAK.45-R01,05:31:06,05:31:16,B03928P,22,,0,
JAK.45-R01,05:32:46,05:32:56,B03818P,23,,0,
JAK.45-R01,05:33:41,05:33:51,B01498P,24,,0,
JAK.45-R01,05:34:42,05:34:52,B02482P,25,,0,
JAK.45-R01,05:35:16,05:35:26,B03525P,26,,0,
JAK.45-R01,05:37:07,05:37:17,B05208P,27,,0,
JAK.45-R01,05:37:59,05:38:09,B05927P,28,,0,
JAK.45-R01,05:39:12,05:39:22,B05277P,29,,0,
JAK.45-R01,05:40:17,05:40:27,B00033P,30,,0,
JAK.45-R01,05:41:28,05:41:38,B04712P,31,,0,
JAK.45-R01,05:42:16,05:42:26,B04405P,32,,0,
JAK.45-R01,05:43:03,05:43:13,B01714P,33,,0,
JAK.45-R01,05:43:49,05:43:59,B06825P,34,,0,
JAK.45-R01,05:45:00,05:45:10,B04245P,35,,0,
JAK.45-R01,05:46:23,05:46:33,B02024P,36,,0,
JAK.45-R01,05:47:54,05:48:04,B04900P,37,,0,
JAK.45-R01,05:48:36,05:48:46,B06900P,38,,0,
JAK.45-R01,05:49:49,05:49:59,B04205P,39,,0,
JAK.45-R01,05:51:14,05:51:24,B00522P,40,,0,
JAK.45-R01,05:52:25,05:52:35,B00425P,41,,0,
JAK.45-R01,05:53:20,05:53:30,B00568P,42,,0,
JAK.45-R01,05:54:57,05:55:07,B03072P,43,,0,
JAK.45-R01,05:56:21,05:56:31,B05721P,44,,0,
6D-R03,05:00:00,05:00:10,P00235,0,,0,
6D-R03,05:02:01,05:02:11,B02122P,1,,0,
6D-R03,05:03:44,05:03:54,B00243P,2,,0,
6D-R03,05:07:40,05:07:50,B02554P,3,,0,
6D-R03,05:09:26,05:09:36,B03395P,4,,0,
6D-R03,05:11:03,05:11:13,B05397P,5,,0,
6D-R03,05:13:03,05:13:13,B00114P,6,,0,
6D-R03,05:15:45,05:15:55,B04016P,7,,0,
6D-R03,05:16:54,05:17:04,B02965P,8,,0,
6D-R03,05:17:52,05:18:02,B02396P,9,,0,
6D-R03,05:20:06,05:20:16,B02154P,10,,0,
6D-R03,05:21:30,05:21:40,B01833P,11,,0,
6D-R03,05:23:29,05:23:39,B05423P,12,,0,
6D-R03,05:24:30,05:24:40,B03307P,13,,0,
6D-R03,05:26:39,05:26:49,B02873P,14,,0,
6D-R03,05:33:58,05:34:08,B00611P,15,,0,
6D-R03,05:35:08,05:35:18,B05544P,16,,0,
6D-R03,05:36:40,05:36:50,B00221P,17,,0,
6D-R04,05:00:00,05:00:10,B00221P,0,,0,
6D-R04,05:03:15,05:03:25,B00222P,1,,0,
6D-R04,05:05:22,05:05:32,B00378P,2,,0,
6D-R04,05:06:44,05:06:54,B00612P,3,,0,
6D-R04,05:08:45,05:08:55,B00589P,4,,0,
6D-R04,05:13:19,05:13:29,B00126P,5,,0,
6D-R04,05:14:05,05:14:15,B00127P,6,,0,
6D-R04,05:16:25,05:16:35,B01836P,7,,0,
6D-R04,05:17:08,05:17:18,B01837P,8,,0,
6D-R04,05:18:00,05:18:10,B00694P,9,,0,
6D-R04,05:19:57,05:20:07,B06651P,10,,0,
6D-R04,05:21:51,05:22:01,B00278P,11,,0,
6D-R04,05:22:54,05:23:04,B03305P,12,,0,
6D-R04,05:26:23,05:26:33,B04505P,13,,0,
6D-R04,05:28:49,05:28:59,B01834P,14,,0,
6D-R04,05:30:19,05:30:29,B02155P,15,,0,
6D-R04,05:32:23,05:32:33,B02183P,16,,0,
6D-R04,05:34:26,05:34:36,B02215P,17,,0,
6D-R04,05:37:04,05:37:14,B00115P,18,,0,
6D-R04,05:39:02,05:39:12,B03012P,19,,0,
6D-R04,05:41:16,05:41:26,B03396P,20,,0,
6D-R04,05:46:14,05:46:24,B05695P,21,,0,
6D-R04,05:48:07,05:48:17,B03318P,22,,0,
6D-R04,05:50:01,05:50:11,P00235,23,,0,
D21-R02,05:00:00,05:00:10,B05492P,0,,0,
D21-R02,05:02:19,05:02:29,B04671P,1,,0,
D21-R02,05:04:19,05:04:29,B02484P,2,,0,
D21-R02,05:05:57,05:06:07,B03069P,3,,0,
D21-R02,05:10:48,05:10:58,B00610P,4,,0,
D21-R02,05:14:58,05:15:08,B00132P,5,,0,
D21-R02,05:16:35,05:16:45,B02989P,6,,0,
D21-R02,05:20:14,05:20:24,B00348P,7,,0,
D21-R02,05:23:27,05:23:37,B00252P,8,,0,
D21-R02,05:26:55,05:27:05,B03077P,9,,0,
D21-R02,05:29:08,05:29:18,B00029P,10,,0,
D21-R02,05:30:38,05:30:48,B00251P,11,,0,
D21-R02,05:32:06,05:32:16,B00035P,12,,0,
D21-R02,05:35:18,05:35:28,B01733P,13,,0,
D21-R02,05:39:46,05:39:56,B01170P,14,,0,
D21-R02,05:41:31,05:41:41,B01407P,15,,0,
D21-R02,05:43:21,05:43:31,B01062P,16,,0,
D21-R02,05:47:50,05:48:00,B01139P,17,,0,
D21-R02,05:49:29,05:49:39,B01417P,18,,0,
D21-R02,05:51:19,05:51:29,B01405P,19,,0,
D21-R02,05:52:36,05:52:46,B00004P,20,,0,
D21-R02,05:54:07,05:54:17,B05697P,21,,0,
D21-R02,05:54:41,05:54:51,B01418P,22,,0,
D21-R02,05:59:39,05:59:49,B05508P,23,,0,
D21-R02,06:00:17,06:00:27,B05680P,24,,0,
D21-R02,06:01:03,06:01:13,B00726P,25,,0,
D21-R02,06:02:29,06:02:39,B02916P,26,,0,
D21-R02,06:04:58,06:05:08,B00491P,27,,0,
D21-R02,06:05:59,06:06:09,B05408P,28,,0,
D21-R02,06:08:13,06:08:23,B02133P,29,,0,
D21-R02,06:08:57,06:09:07,B05612P,30,,0,
D21-R02,06:13:38,06:13:48,B05463P,31,,0,
D21-R02,06:14:54,06:15:04,B05881P,32,,0,
D21-R02,06:16:43,06:16:53,B05266P,33,,0,
D21-R02,06:21:28,06:21:38,B05259P,34,,0,
D21-R02,06:24:34,06:24:44,B05569P,35,,0,
D21-R02,06:26:20,06:26:30,B05830P,36,,0,
JAK.17-R01,05:00:00,05:00:10,B02999P,0,,0,
JAK.17-R01,05:01:14,05:01:24,B00564P,1,,0,
JAK.17-R01,05:01:58,05:02:08,B00041P,2,,0,
JAK.17-R01,05:03:30,05:03:40,B02670P,3,,0,
JAK.17-R01,05:04:52,05:05:02,B02847P,4,,0,
JAK.17-R01,05:07:42,05:07:52,B05805P,5,,0,
JAK.17-R01,05:09:59,05:10:09,B01821P,6,,0,
JAK.17-R01,05:11:14,05:11:24,B02127P,7,,0,
JAK.17-R01,05:13:34,05:13:44,B01606P,8,,0,
JAK.17-R01,05:15:49,05:15:59,B00065P,9,,0,
JAK.17-R01,05:16:58,05:17:08,B05850P,10,,0,
JAK.17-R01,05:18:36,05:18:46,B05310P,11,,0,
JAK.17-R01,05:19:07,05:19:17,B04451P,12,,0,
JAK.17-R01,05:19:45,05:19:55,B02975P,13,,0,
JAK.17-R01,05:21:24,05:21:34,B05605P,14,,0,
JAK.17-R01,05:22:18,05:22:28,B01748P,15,,0,
JAK.17-R01,05:23:16,05:23:26,B00110P,16,,0,
JAK.17-R01,05:24:05,05:24:15,B05525P,17,,0,
JAK.17-R01,05:25:34,05:25:44,B02987P,18,,0,
JAK.17-R01,05:26:50,05:27:00,B03421P,19,,0,
JAK.17-R01,05:28:03,05:28:13,B04135P,20,,0,
JAK.17-R01,05:29:29,05:29:39,B04840P,21,,0,
JAK.17-R01,05:30:20,05:30:30,B04696P,22,,0,
JAK.17-R01,05:31:46,05:31:56,B04613P,23,,0,
JAK.17-R01,05:32:35,05:32:45,B04171P,24,,0,
JAK.17-R01,05:33:54,05:34:04,B03340P,25,,0,
JAK.17-R01,05:35:13,05:35:23,B02110P,26,,0,
JAK.17-R01,05:37:26,05:37:36,B05349P,27,,0,
JAK.17-R01,05:40:08,05:40:18,B04760P,28,,0,
JAK.17-R01,05:40:39,05:40:49,B02030P,29,,0,
JAK.17-R01,05:41:32,05:41:42,B03471P,30,,0,
JAK.17-R01,05:42:59,05:43:09,B04757P,31,,0,
JAK.17-R01,05:44:20,05:44:30,B04143P,32,,0,
JAK.17-R01,05:45:33,05:45:43,B03377P,33,,0,
JAK.17-R01,05:47:11,05:47:21,B03984P,34,,0,
JAK.17-R01,05:48:28,05:48:38,B01872P,35,,0,
JAK.17-R01,05:49:25,05:49:35,B01991P,36,,0,
JAK.17-R01,05:50:10,05:50:20,B02619P,37,,0,
JAK.17-R01,05:51:11,05:51:21,B04958P,38,,0,
JAK.17-R01,05:52:10,05:52:20,B04956P,39,,0,
JAK.17-R01,05:52:56,05:53:06,B04955P,40,,0,
JAK.17-R01,05:53:38,05:53:48,B03822P,41,,0,
JAK.17-R01,05:54:42,05:54:52,B05443P,42,,0,
JAK.17-R01,05:56:15,05:56:25,B03938P,43,,0,
JAK.17-R01,05:57:10,05:57:20,B03499P,44,,0,
JAK.17-R01,05:58:51,05:59:01,B02098P,45,,0,
JAK.17-R01,06:01:56,06:02:06,B03433P,46,,0,
JAK.17-R01,06:04:04,06:04:14,B01383P,47,,0,
JAK.17-R01,06:06:00,06:06:10,B04973P,48,,0,
JAK.17-R01,06:11:19,06:11:29,B05527P,49,,0,
JAK.17-R01,06:14:51,06:15:01,B00083P,50,,0,
JAK.17-R01,06:16:04,06:16:14,B03199P,51,,0,
JAK.17-R01,06:20:38,06:20:48,B05866P,52,,0,
JAK.17-R01,06:21:25,06:21:35,B04647P,53,,0,
JAK.17-R01,06:24:03,06:24:13,B05725P,54,,0,
JAK.17-R02,05:00:00,05:00:10,B05725P,0,,0,
JAK.17-R02,05:01:08,05:01:18,B01945P,1,,0,
JAK.17-R02,05:02:56,05:03:06,B00109P,2,,0,
JAK.17-R02,05:09:25,05:09:35,B05540P,3,,0,
JAK.17-R02,05:13:07,05:13:17,B02664P,4,,0,
JAK.17-R02,05:14:38,05:14:48,B00317P,5,,0,
JAK.17-R02,05:17:17,05:17:27,B00770P,6,,0,
JAK.17-R02,05:19:28,05:19:38,B03329P,7,,0,
JAK.17-R02,05:20:31,05:20:41,B05335P,8,,0,
JAK.17-R02,05:22:04,05:22:14,B03989P,9,,0,
JAK.17-R02,05:23:53,05:24:03,B00399P,10,,0,
JAK.17-R02,05:24:47,05:24:57,B01953P,11,,0,
JAK.17-R02,05:26:15,05:26:25,B04507P,12,,0,
JAK.17-R02,05:26:58,05:27:08,B01522P,13,,0,
JAK.17-R02,05:27:45,05:27:55,B00406P,14,,0,
JAK.17-R02,05:28:37,05:28:47,B04957P,15,,0,
JAK.17-R02,05:29:29,05:29:39,B04959P,16,,0,
JAK.17-R02,05:30:36,05:30:46,B04149P,17,,0,
JAK.17-R02,05:31:26,05:31:36,B03027P,18,,0,
JAK.17-R02,05:32:04,05:32:14,B03900P,19,,0,
JAK.17-R02,05:33:31,05:33:41,B02080P,20,,0,
JAK.17-R02,05:34:59,05:35:09,B04344P,21,,0,
JAK.17-R02,05:36:13,05:36:23,B02609P,22,,0,
JAK.17-R02,05:37:39,05:37:49,B04758P,23,,0,
JAK.17-R02,05:39:00,05:39:10,B00978P,24,,0,
JAK.17-R02,05:39:45,05:39:55,B03966P,25,,0,
JAK.17-R02,05:40:25,05:40:35,B02737P,26,,0,
JAK.17-R02,05:41:03,05:41:13,B00239P,27,,0,
JAK.17-R02,05:43:16,05:43:26,B04467P,28,,0,
JAK.17-R02,05:45:21,05:45:31,B03994P,29,,0,
JAK.17-R02,05:46:46,05:46:56,B03341P,30,,0,
JAK.17-R02,05:47:58,05:48:08,B02676P,31,,0,
JAK.17-R02,05:49:00,05:49:10,B04377P,32,,0,
JAK.17-R02,05:50:10,05:50:20,B05108P,33,,0,
JAK.17-R02,05:51:01,05:51:11,B04695P,34,,0,
JAK.17-R02,05:52:31,05:52:41,B02593P,35,,0,
JAK.17-R02,05:53:48,05:53:58,B04367P,36,,0,
JAK.17-R02,05:54:59,05:55:09,B02988P,37,,0,
JAK.17-R02,05:56:19,05:56:29,B04513P,38,,0,
JAK.17-R02,05:57:26,05:57:36,B00111P,39,,0,
JAK.17-R02,05:58:10,05:58:20,B01749P,40,,0,
JAK.17-R02,05:59:11,05:59:21,B04525P,41,,0,
JAK.17-R02,06:00:44,06:00:54,B04908P,42,,0,
JAK.17-R02,06:01:59,06:02:09,B05851P,43,,0,
JAK.17-R02,06:03:09,06:03:19,B00826P,44,,0,
JAK.17-R02,06:05:40,06:05:50,B02996P,45,,0,
JAK.17-R02,06:07:52,06:08:02,B02128P,46,,0,
JAK.17-R02,06:09:16,06:09:26,B03890P,47,,0,
JAK.17-R02,06:11:35,06:11:45,B05806P,48,,0,
JAK.17-R02,06:13:26,06:13:36,B02848P,49,,0,
JAK.17-R02,06:14:42,06:14:52,B02671P,50,,0,
JAK.17-R02,06:15:54,06:16:04,B02856P,51,,0,
JAK.17-R02,06:17:08,06:17:18,B02999P,52,,0,
JAK.84-R04,05:00:00,05:00:10,B06755P,0,,0,
JAK.84-R04,05:00:38,05:00:48,B02402P,1,,0,
JAK.84-R04,05:01:36,05:01:46,B01843P,2,,0,
JAK.84-R04,05:03:38,05:03:48,B02032P,3,,0,
JAK.84-R04,05:04:35,05:04:45,B02905P,4,,0,
JAK.84-R04,05:05:35,05:05:45,B00336P,5,,0,
JAK.84-R04,05:06:28,05:06:38,B05304P,6,,0,
JAK.84-R04,05:10:20,05:10:30,B05586P,7,,0,
JAK.84-R04,05:15:11,05:15:21,B02107P,8,,0,
JAK.84-R04,05:16:40,05:16:50,B05096P,9,,0,
JAK.84-R04,05:17:19,05:17:29,B02927P,10,,0,
JAK.84-R04,05:19:07,05:19:17,B00284P,11,,0,
JAK.84-R04,05:20:19,05:20:29,B01844P,12,,0,
JAK.84-R04,05:21:56,05:22:06,B00141P,13,,0,
JAK.84-R04,05:22:51,05:23:01,B00140P,14,,0,
JAK.84-R04,05:28:11,05:28:21,B01828P,15,,0,
JAK.84-R04,05:28:53,05:29:03,B00335P,16,,0,
JAK.84-R04,05:31:05,05:31:15,B04644P,17,,0,
JAK.84-R04,05:32:18,05:32:28,B01015P,18,,0,
JAK.84-R04,05:33:04,05:33:14,B04226P,19,,0,
JAK.84-R04,05:33:45,05:33:55,B04225P,20,,0,
JAK.84-R04,05:35:08,05:35:18,B03492P,21,,0,
JAK.84-R04,05:36:17,05:36:27,B04216P,22,,0,
JAK.84-R04,05:37:00,05:37:10,B03968P,23,,0,
JAK.84-R04,05:40:39,05:40:49,B03141P,24,,0,
JAK.84-R04,05:41:44,05:41:54,B02568P,25,,0,
JAK.84-R04,05:42:30,05:42:40,B02974P,26,,0,
JAK.84-R04,05:47:08,05:47:18,B05827P,27,,0,
JAK.84-R04,05:49:08,05:49:18,B05825P,28,,0,
JAK.84-R04,05:50:28,05:50:38,B02190P,29,,0,
JAK.84-R04,05:52:46,05:52:56,B01373P,30,,0,
JAK.84-R04,05:54:38,05:54:48,B01010P,31,,0,
JAK.84-R04,05:56:05,05:56:15,B00268P,32,,0,
JAK.84-R04,05:57:14,05:57:24,B00269P,33,,0,
JAK.84-R04,05:58:26,05:58:36,B00270P,34,,0,
JAK.84-R04,05:59:15,05:59:25,B01982P,35,,0,
JAK.84-R04,06:00:29,06:00:39,B01448P,36,,0,
JAK.84-R04,06:07:16,06:07:26,B05537P,37,,0,
JAK.84-R04,06:08:17,06:08:27,B05292P,38,,0,
JAK.84-R04,06:08:52,06:09:02,B03357P,39,,0,
JAK.84-R04,06:09:56,06:10:06,B04598P,40,,0,
JAK.84-R04,06:11:24,06:11:34,B04146P,41,,0,
JAK.84-R04,06:13:18,06:13:28,B02187P,42,,0,
JAK.84-R04,06:17:10,06:17:20,B04570P,43,,0,
JAK.84-R04,06:17:47,06:17:57,B00088P,44,,0,
JAK.84-R04,06:19:04,06:19:14,B02313P,45,,0,
JAK.84-R04,06:21:19,06:21:29,B04880P,46,,0,
JAK.84-R04,06:21:43,06:21:53,B01169P,47,,0,
JAK.84-R04,06:22:22,06:22:32,B01323P,48,,0,
JAK.84-R04,06:23:27,06:23:37,B05707P,49,,0,
JAK.48A-R02,05:00:00,05:00:10,B06783P,0,,0,
JAK.48A-R02,05:01:29,05:01:39,B03806P,1,,0,
JAK.48A-R02,05:02:45,05:02:55,B02558P,2,,0,
JAK.48A-R02,05:04:08,05:04:18,B02093P,3,,0,
JAK.48A-R02,05:04:44,05:04:54,B03266P,4,,0,
JAK.48A-R02,05:05:49,05:05:59,B02913P,5,,0,
JAK.48A-R02,05:08:06,05:08:16,B04565P,6,,0,
JAK.48A-R02,05:10:37,05:10:47,B01208P,7,,0,
JAK.48A-R02,05:11:22,05:11:32,B02151P,8,,0,
JAK.48A-R02,05:13:53,05:14:03,B00278P,9,,0,
JAK.48A-R02,05:14:56,05:15:06,B03305P,10,,0,
JAK.48A-R02,05:18:25,05:18:35,B04505P,11,,0,
JAK.48A-R02,05:19:34,05:19:44,B05954P,12,,0,
JAK.48A-R02,05:21:05,05:21:15,B01834P,13,,0,
JAK.48A-R02,05:22:35,05:22:45,B02155P,14,,0,
JAK.48A-R02,05:24:40,05:24:50,B02183P,15,,0,
JAK.48A-R02,05:26:46,05:26:56,B02215P,16,,0,
JAK.48A-R02,05:29:23,05:29:33,B00115P,17,,0,
JAK.48A-R02,05:31:21,05:31:31,B03012P,18,,0,
JAK.48A-R02,05:33:36,05:33:46,B03396P,19,,0,
JAK.48A-R02,05:34:51,05:35:01,B02082P,20,,0,
JAK.48A-R02,05:38:43,05:38:53,B05695P,21,,0,
JAK.48A-R02,05:40:36,05:40:46,B03318P,22,,0,
JAK.48A-R02,05:41:20,05:41:30,B02320P,23,,0,
JAK.48A-R02,05:42:39,05:42:49,B05511P,24,,0,
10K-R01,05:00:00,05:00:10,B05728P,0,,0,
10K-R01,05:05:14,05:05:24,B00882P,1,,0,
10K-R01,05:07:01,05:07:11,B05573P,2,,0,
10K-R01,05:08:27,05:08:37,B03732P,3,,0,
10K-R01,05:09:19,05:09:29,B04664P,4,,0,
10K-R01,05:15:42,05:15:52,B05579P,5,,0,
10K-R01,05:16:59,05:17:09,B02734P,6,,0,
10K-R01,05:19:24,05:19:34,B03882P,7,,0,
10K-R01,05:21:58,05:22:08,B04517P,8,,0,
10K-R01,05:25:15,05:25:25,B04788P,9,,0,
10K-R01,05:27:07,05:27:17,B05556P,10,,0,
10K-R01,05:28:57,05:29:07,B00292P,11,,0,
10K-R01,05:30:38,05:30:48,B05655P,12,,0,
10K-R01,05:32:26,05:32:36,B03157P,13,,0,
10K-R01,05:33:18,05:33:28,B02306P,14,,0,
10K-R01,05:34:20,05:34:30,B05165P,15,,0,
10K-R01,05:35:05,05:35:15,B02465P,16,,0,
10K-R01,05:35:53,05:36:03,B01802P,17,,0,
10K-R01,05:36:28,05:36:38,B05323P,18,,0,
10K-R01,05:37:52,05:38:02,B02286P,19,,0,
10K-R01,05:39:07,05:39:17,B05251P,20,,0,
10K-R01,05:40:17,05:40:27,B01946P,21,,0,
10K-R01,05:41:43,05:41:53,B02627P,22,,0,
10K-R01,05:43:42,05:43:52,B01149P,23,,0,
10K-R01,05:45:22,05:45:32,B00501P,24,,0,
10K-R01,05:46:30,05:46:40,B01016P,25,,0,
10K-R01,05:47:31,05:47:41,B01601P,26,,0,
10K-R01,05:48:26,05:48:36,B01681P,27,,0,
10K-R01,05:49:25,05:49:35,B05389P,28,,0,
10K-R01,05:51:24,05:51:34,B00770P,29,,0,
10K-R01,05:52:38,05:52:48,B01657P,30,,0,
10K-R01,05:53:58,05:54:08,B01656P,31,,0,
10K-R01,05:54:56,05:55:06,B01383P,32,,0,
10K-R01,05:57:16,05:57:26,B00083P,33,,0,
10K-R01,05:58:02,05:58:12,B00084P,34,,0,
10K-R01,05:58:39,05:58:49,B03199P,35,,0,
10K-R01,05:59:18,05:59:28,B03201P,36,,0,
10K-R01,06:03:24,06:03:34,B05866P,37,,0,
10K-R01,06:06:23,06:06:33,B05725P,38,,0,
10K-R03,05:00:00,05:00:10,B05725P,0,,0,
10K-R03,05:01:10,05:01:20,B01945P,1,,0,
10K-R03,05:02:57,05:03:07,B00109P,2,,0,
10K-R03,05:04:50,05:05:00,B03369P,3,,0,
10K-R03,05:09:36,05:09:46,B05540P,4,,0,
10K-R03,05:11:10,05:11:20,B00962P,5,,0,
10K-R03,05:13:28,05:13:38,B02664P,6,,0,
10K-R03,05:14:59,05:15:09,B00317P,7,,0,
10K-R03,05:16:06,05:16:16,B00318P,8,,0,
10K-R03,05:17:32,05:17:42,B01311P,9,,0,
10K-R03,05:18:46,05:18:56,B01191P,10,,0,
10K-R03,05:19:33,05:19:43,B03885P,11,,0,
10K-R03,05:20:12,05:20:22,B05849P,12,,0,
10K-R03,05:20:35,05:20:45,B04859P,13,,0,
10K-R03,05:21:56,05:22:06,B01188P,14,,0,
10K-R03,05:22:56,05:23:06,B03729P,15,,0,
10K-R03,05:23:49,05:23:59,B02244P,16,,0,
10K-R03,05:31:20,05:31:30,B02908P,17,,0,
10K-R03,05:32:43,05:32:53,B03932P,18,,0,
10K-R03,05:34:01,05:34:11,B05390P,19,,0,
10K-R03,05:35:32,05:35:42,B02632P,20,,0,
10K-R03,05:37:21,05:37:31,B04054P,21,,0,
10K-R03,05:39:29,05:39:39,B03157P,22,,0,
10K-R03,05:40:21,05:40:31,B02306P,23,,0,
10K-R03,05:42:40,05:42:50,B05692P,24,,0,
10K-R03,05:49:53,05:50:03,B04789P,25,,0,
10K-R03,05:52:21,05:52:31,B05550P,26,,0,
10K-R03,05:55:18,05:55:28,B01745P,27,,0,
10K-R03,05:58:21,05:58:31,B04521P,28,,0,
10K-R03,06:00:12,06:00:22,B05962P,29,,0,
10K-R03,06:03:26,06:03:36,B05964P,30,,0,
10K-R03,06:05:26,06:05:36,B05966P,31,,0,
10K-R03,06:07:11,06:07:21,B05967P,32,,0,
10K-R03,06:08:04,06:08:14,B06000P,33,,0,
10K-R03,06:20:46,06:20:56,B04401P,34,,0,
10K-R03,06:21:39,06:21:49,B01161P,35,,0,
10K-R03,06:23:04,06:23:14,B04519P,36,,0,
10K-R03,06:24:53,06:25:03,B03645P,37,,0,
10K-R03,06:32:42,06:32:52,B05728P,38,,0,
6T-R02,05:00:00,05:00:10,B06736P,0,,0,
6T-R02,05:01:41,05:01:51,B05228P,1,,0,
6T-R02,05:04:31,05:04:41,B03052P,2,,0,
6T-R02,05:06:14,05:06:24,B02392P,3,,0,
6T-R02,05:08:01,05:08:11,B06737P,4,,0,
6T-R02,05:09:22,05:09:32,B06738P,5,,0,
6T-R02,05:10:26,05:10:36,B06739P,6,,0,
6T-R02,05:12:02,05:12:12,B06740P,7,,0,
6T-R02,05:14:05,05:14:15,B05635P,8,,0,
6T-R02,05:14:45,05:14:55,B04156P,9,,0,
